   0.54671	   0.55040	   0.55430	   0.56038	   0.56594	   0.56869	   0.57757	   0.58185	   0.58864	   0.59444	   0.60204	   0.60965	   0.61651	   0.62266	   0.63210	   0.63961	   0.64749	   0.65683	   0.66618	   0.67483	   0.68612	   0.69650	   0.70994	   0.72218	   0.73787	   0.75572	   0.76957	   0.78317	   0.79644	   0.80812	   0.81693	   0.82262	   0.82799	   0.83196	   0.83549	   0.83874	   0.84097	   0.84258	   0.84512	   0.84763	   0.84989	   0.85216	   0.85446	   0.85772	   0.86019	   0.86305	   0.86634	   0.87140	   0.87692	   0.88301	   0.88916	   0.89656	   0.90696	   0.91913	   0.93115	   0.94164	   0.95580	   0.97752	   1.00382	   1.02889	  -0.03806	  -0.02247	  -0.00920	   0.00057	   0.01055	   0.01709	   0.02425	   0.02995	   0.03376	   0.03752	   0.04005	   0.04490	   0.04719	   0.04907	   0.05342	   0.05393	   0.05710	   0.05947	   0.06302	   0.06783	   0.07005	   0.07379	   0.07782	   0.07973	   0.08131	   0.08048	   0.07749	   0.07489	   0.06787	   0.05947	   0.05224	   0.04738	   0.04121	   0.03541	   0.03163	   0.02810	   0.02683	   0.02503	   0.02361	   0.02324	   0.02459	   0.02584	   0.02710	   0.02974	   0.03322	   0.03760	   0.04164	   0.04703	   0.05359	   0.06227	   0.07102	   0.08052	   0.09204	   0.10809	   0.12735	   0.14638	   0.16716	   0.18935	   0.21703	   0.25181
   0.57719	   0.58207	   0.58704	   0.59074	   0.59544	   0.60200	   0.60855	   0.61335	   0.62126	   0.62855	   0.63451	   0.64290	   0.65028	   0.65840	   0.66614	   0.67402	   0.68237	   0.69139	   0.70126	   0.71169	   0.72107	   0.73196	   0.74501	   0.75778	   0.77324	   0.78966	   0.80589	   0.82223	   0.83465	   0.84785	   0.85647	   0.86209	   0.86917	   0.87462	   0.87645	   0.87859	   0.88293	   0.88528	   0.88754	   0.88937	   0.89231	   0.89365	   0.89618	   0.89920	   0.90218	   0.90600	   0.90931	   0.91369	   0.91976	   0.92693	   0.93293	   0.93915	   0.94742	   0.95985	   0.97268	   0.98545	   1.00108	   1.02507	   1.05405	   1.08406	  -0.03744	  -0.02154	  -0.00857	   0.00352	   0.01099	   0.01907	   0.02503	   0.02942	   0.03636	   0.03854	   0.04186	   0.04592	   0.04870	   0.05153	   0.05417	   0.05683	   0.06042	   0.06079	   0.06623	   0.06892	   0.07232	   0.07509	   0.07941	   0.08218	   0.08440	   0.08347	   0.08310	   0.07715	   0.07116	   0.06281	   0.05672	   0.04853	   0.04423	   0.03746	   0.03374	   0.03054	   0.02766	   0.02684	   0.02564	   0.02475	   0.02534	   0.02624	   0.02804	   0.02982	   0.03342	   0.03788	   0.04273	   0.04814	   0.05490	   0.06347	   0.07416	   0.08465	   0.09560	   0.10906	   0.12649	   0.14708	   0.16686	   0.18915	   0.21990	   0.25962
   0.55719	   0.56113	   0.56696	   0.57270	   0.57752	   0.58250	   0.58877	   0.59745	   0.60053	   0.60849	   0.61573	   0.62362	   0.63212	   0.63989	   0.64691	   0.65527	   0.66447	   0.67350	   0.68423	   0.69357	   0.70290	   0.71444	   0.72839	   0.74060	   0.75838	   0.77305	   0.78829	   0.80485	   0.81810	   0.83163	   0.84041	   0.84766	   0.85394	   0.85837	   0.86223	   0.86474	   0.86759	   0.87001	   0.87203	   0.87469	   0.87653	   0.87816	   0.88130	   0.88454	   0.88717	   0.89001	   0.89388	   0.89860	   0.90402	   0.90970	   0.91686	   0.92658	   0.93667	   0.94684	   0.95676	   0.96876	   0.98694	   1.00881	   1.03043	   1.05896	  -0.03610	  -0.02119	  -0.00872	   0.00170	   0.01065	   0.01799	   0.02507	   0.03045	   0.03482	   0.03930	   0.04215	   0.04524	   0.04785	   0.05190	   0.05463	   0.05783	   0.05878	   0.06317	   0.06549	   0.06925	   0.07139	   0.07633	   0.08060	   0.08227	   0.08427	   0.08333	   0.08269	   0.07908	   0.07277	   0.06555	   0.05804	   0.05057	   0.04612	   0.03907	   0.03433	   0.03102	   0.02815	   0.02647	   0.02535	   0.02587	   0.02620	   0.02656	   0.02842	   0.03113	   0.03446	   0.03814	   0.04247	   0.04841	   0.05577	   0.06391	   0.07232	   0.08255	   0.09639	   0.11376	   0.13221	   0.14853	   0.16869	   0.19444	   0.22218	   0.25206
   0.55364	   0.55954	   0.56473	   0.56961	   0.57382	   0.58090	   0.58582	   0.59286	   0.59866	   0.60644	   0.61326	   0.62148	   0.62785	   0.63680	   0.64376	   0.65273	   0.66131	   0.67142	   0.68111	   0.69149	   0.70081	   0.71216	   0.72496	   0.73879	   0.75616	   0.77121	   0.78901	   0.80513	   0.81885	   0.82970	   0.84000	   0.84757	   0.85252	   0.85758	   0.86121	   0.86447	   0.86756	   0.86991	   0.87226	   0.87453	   0.87646	   0.87926	   0.88181	   0.88392	   0.88692	   0.89060	   0.89498	   0.89933	   0.90408	   0.91017	   0.91898	   0.92787	   0.93569	   0.94397	   0.95535	   0.97149	   0.98948	   1.00862	   1.03264	   1.06749	  -0.03758	  -0.02183	  -0.00913	   0.00311	   0.01217	   0.01944	   0.02603	   0.03128	   0.03479	   0.03832	   0.04297	   0.04611	   0.04822	   0.05188	   0.05422	   0.05733	   0.05868	   0.06275	   0.06520	   0.06905	   0.07291	   0.07618	   0.08046	   0.08212	   0.08683	   0.08435	   0.08490	   0.08065	   0.07408	   0.06650	   0.05951	   0.05140	   0.04563	   0.03944	   0.03411	   0.03158	   0.02836	   0.02677	   0.02490	   0.02621	   0.02628	   0.02678	   0.02880	   0.03130	   0.03441	   0.03794	   0.04304	   0.04935	   0.05590	   0.06354	   0.07248	   0.08506	   0.09916	   0.11415	   0.13038	   0.14677	   0.16981	   0.19553	   0.22077	   0.25089
   0.54347	   0.54878	   0.55271	   0.55923	   0.56431	   0.56967	   0.57641	   0.58098	   0.58961	   0.59696	   0.60270	   0.61102	   0.61830	   0.62664	   0.63456	   0.64283	   0.65295	   0.66064	   0.67138	   0.68044	   0.69068	   0.70121	   0.71588	   0.73061	   0.74561	   0.76219	   0.77659	   0.79415	   0.80997	   0.82078	   0.83026	   0.83860	   0.84483	   0.84981	   0.85389	   0.85684	   0.85877	   0.86203	   0.86405	   0.86595	   0.86869	   0.87097	   0.87356	   0.87649	   0.87881	   0.88162	   0.88674	   0.89126	   0.89608	   0.90146	   0.90945	   0.91935	   0.92852	   0.93690	   0.94741	   0.96112	   0.98047	   1.00122	   1.02337	   1.05459	  -0.03622	  -0.02134	  -0.00844	   0.00212	   0.01055	   0.02018	   0.02495	   0.02846	   0.03562	   0.04016	   0.04278	   0.04806	   0.05087	   0.05200	   0.05444	   0.05821	   0.05988	   0.06269	   0.06767	   0.06925	   0.07411	   0.07646	   0.08167	   0.08531	   0.08658	   0.08543	   0.08500	   0.08040	   0.07443	   0.06697	   0.05991	   0.05232	   0.04437	   0.04102	   0.03641	   0.03215	   0.02925	   0.02761	   0.02541	   0.02675	   0.02579	   0.02668	   0.02845	   0.03159	   0.03524	   0.03818	   0.04262	   0.04928	   0.05380	   0.06367	   0.07234	   0.08404	   0.09850	   0.11515	   0.13267	   0.14838	   0.16944	   0.19609	   0.22424	   0.24936
   0.53035	   0.53363	   0.54115	   0.54458	   0.55092	   0.55606	   0.56301	   0.56884	   0.57587	   0.58085	   0.58993	   0.59578	   0.60557	   0.61301	   0.62085	   0.63078	   0.63877	   0.64642	   0.65651	   0.66600	   0.67865	   0.68814	   0.70225	   0.71500	   0.73189	   0.74869	   0.76538	   0.78088	   0.79516	   0.80842	   0.81859	   0.82756	   0.83157	   0.83713	   0.84191	   0.84399	   0.84785	   0.84875	   0.85230	   0.85477	   0.85735	   0.85876	   0.86153	   0.86470	   0.86795	   0.87012	   0.87345	   0.87842	   0.88489	   0.89072	   0.89698	   0.90524	   0.91662	   0.92903	   0.94151	   0.95169	   0.96701	   0.98914	   1.01509	   1.04166	  -0.03459	  -0.01973	  -0.00678	   0.00296	   0.01195	   0.01955	   0.02554	   0.03074	   0.03510	   0.03891	   0.04300	   0.04583	   0.04878	   0.05285	   0.05440	   0.05891	   0.06068	   0.06311	   0.06652	   0.06977	   0.07369	   0.07708	   0.08129	   0.08433	   0.08638	   0.08626	   0.08587	   0.08030	   0.07597	   0.06712	   0.06139	   0.05319	   0.04679	   0.04047	   0.03531	   0.03161	   0.02872	   0.02819	   0.02592	   0.02552	   0.02592	   0.02711	   0.02833	   0.03084	   0.03459	   0.03937	   0.04359	   0.04904	   0.05600	   0.06496	   0.07401	   0.08364	   0.09614	   0.11268	   0.13413	   0.15342	   0.17280	   0.19655	   0.22571	   0.25803
   0.53496	   0.53878	   0.54571	   0.55060	   0.55508	   0.56123	   0.56689	   0.57323	   0.58009	   0.58778	   0.59494	   0.60317	   0.60971	   0.61741	   0.62636	   0.63493	   0.64364	   0.65310	   0.66447	   0.67269	   0.68337	   0.69490	   0.70661	   0.72245	   0.73606	   0.75358	   0.77110	   0.78783	   0.80348	   0.81466	   0.82472	   0.83170	   0.83849	   0.84412	   0.84941	   0.85071	   0.85292	   0.85568	   0.85841	   0.86175	   0.86298	   0.86569	   0.86821	   0.87019	   0.87309	   0.87612	   0.88100	   0.88579	   0.89031	   0.89573	   0.90366	   0.91389	   0.92325	   0.93121	   0.94188	   0.95705	   0.97621	   0.99660	   1.01873	   1.05201	  -0.03544	  -0.01951	  -0.00735	   0.00282	   0.01264	   0.01796	   0.02509	   0.03205	   0.03564	   0.03959	   0.04207	   0.04598	   0.04982	   0.05205	   0.05458	   0.05794	   0.06119	   0.06437	   0.06607	   0.06893	   0.07453	   0.07676	   0.08131	   0.08426	   0.08775	   0.08784	   0.08498	   0.08284	   0.07527	   0.06871	   0.06094	   0.05472	   0.04625	   0.03986	   0.03624	   0.03292	   0.03079	   0.02775	   0.02652	   0.02651	   0.02647	   0.02665	   0.02934	   0.03113	   0.03511	   0.03798	   0.04327	   0.04931	   0.05658	   0.06445	   0.07284	   0.08511	   0.10003	   0.11558	   0.13288	   0.14859	   0.17139	   0.19784	   0.22569	   0.25177
   0.53087	   0.53581	   0.54157	   0.54390	   0.55040	   0.55564	   0.56392	   0.56791	   0.57378	   0.58313	   0.59025	   0.59741	   0.60696	   0.61331	   0.62135	   0.63125	   0.63860	   0.64761	   0.65719	   0.66623	   0.67827	   0.68858	   0.70232	   0.71608	   0.73078	   0.74944	   0.76660	   0.78289	   0.79774	   0.80976	   0.81997	   0.82669	   0.83445	   0.83899	   0.84286	   0.84696	   0.84933	   0.85199	   0.85444	   0.85671	   0.85885	   0.86123	   0.86331	   0.86545	   0.86852	   0.87256	   0.87651	   0.88111	   0.88618	   0.89291	   0.90143	   0.90902	   0.91647	   0.92542	   0.93835	   0.95514	   0.97192	   0.99149	   1.01799	   1.05415	  -0.03459	  -0.02022	  -0.00761	   0.00290	   0.01164	   0.01864	   0.02512	   0.03100	   0.03634	   0.04122	   0.04284	   0.04653	   0.04957	   0.05433	   0.05408	   0.05766	   0.06172	   0.06242	   0.06646	   0.06979	   0.07306	   0.07723	   0.08143	   0.08490	   0.08724	   0.08839	   0.08538	   0.08162	   0.07635	   0.06836	   0.06095	   0.05391	   0.04666	   0.04207	   0.03702	   0.03300	   0.02947	   0.02809	   0.02677	   0.02704	   0.02668	   0.02690	   0.02939	   0.03166	   0.03478	   0.03822	   0.04377	   0.04981	   0.05590	   0.06402	   0.07417	   0.08670	   0.10000	   0.11382	   0.13001	   0.14841	   0.17151	   0.19626	   0.22083	   0.25363
   0.50646	   0.51314	   0.51843	   0.52129	   0.52793	   0.53278	   0.53971	   0.54514	   0.55259	   0.55897	   0.56631	   0.57314	   0.58129	   0.59083	   0.59891	   0.60702	   0.61745	   0.62456	   0.63379	   0.64353	   0.65399	   0.66651	   0.67921	   0.69332	   0.71029	   0.72474	   0.74293	   0.75932	   0.77473	   0.78698	   0.79605	   0.80405	   0.81063	   0.81562	   0.82026	   0.82245	   0.82564	   0.82769	   0.83212	   0.83396	   0.83517	   0.83757	   0.84081	   0.84310	   0.84552	   0.84925	   0.85345	   0.85809	   0.86304	   0.86956	   0.87810	   0.88678	   0.89453	   0.90284	   0.91405	   0.93085	   0.94982	   0.96843	   0.99424	   1.02989	  -0.03516	  -0.02004	  -0.00725	   0.00322	   0.01191	   0.01969	   0.02677	   0.03145	   0.03529	   0.03851	   0.04307	   0.04657	   0.04804	   0.05201	   0.05442	   0.05662	   0.06040	   0.06390	   0.06657	   0.07033	   0.07312	   0.07727	   0.08060	   0.08514	   0.08814	   0.08746	   0.08640	   0.08304	   0.07594	   0.06913	   0.06152	   0.05491	   0.04795	   0.04123	   0.03667	   0.03332	   0.02929	   0.02793	   0.02657	   0.02712	   0.02621	   0.02725	   0.02961	   0.03181	   0.03517	   0.03814	   0.04358	   0.04995	   0.05647	   0.06341	   0.07359	   0.08616	   0.10098	   0.11445	   0.13113	   0.14861	   0.17235	   0.19640	   0.22145	   0.25174
   0.49497	   0.49942	   0.50501	   0.50851	   0.51471	   0.51988	   0.52737	   0.53202	   0.53683	   0.54563	   0.55348	   0.56077	   0.56954	   0.57678	   0.58522	   0.59346	   0.60323	   0.61252	   0.61968	   0.63214	   0.64166	   0.65271	   0.66593	   0.67901	   0.69492	   0.71129	   0.73070	   0.74618	   0.76098	   0.77322	   0.78452	   0.79328	   0.79873	   0.80238	   0.80787	   0.80909	   0.81438	   0.81604	   0.81898	   0.82130	   0.82398	   0.82590	   0.82799	   0.83069	   0.83425	   0.83752	   0.84184	   0.84592	   0.85216	   0.85905	   0.86543	   0.87182	   0.88018	   0.89238	   0.90573	   0.91906	   0.93614	   0.96136	   0.99188	   1.02210	  -0.03451	  -0.02046	  -0.00703	   0.00344	   0.01143	   0.01861	   0.02579	   0.03060	   0.03697	   0.03872	   0.04353	   0.04658	   0.04854	   0.05170	   0.05559	   0.05779	   0.06070	   0.06289	   0.06731	   0.06939	   0.07119	   0.07535	   0.08178	   0.08433	   0.08749	   0.08887	   0.08699	   0.08394	   0.07625	   0.06994	   0.06235	   0.05359	   0.04810	   0.04235	   0.03654	   0.03217	   0.02964	   0.02846	   0.02618	   0.02630	   0.02680	   0.02754	   0.02917	   0.03135	   0.03482	   0.03882	   0.04415	   0.04879	   0.05604	   0.06535	   0.07615	   0.08695	   0.09840	   0.11193	   0.12937	   0.14964	   0.16936	   0.19307	   0.22505	   0.26651
